"","X_type","url","date","rawContent","renderedContent","id","replyCount","retweetCount","likeCount","quoteCount","conversationId","lang","source_url","nofollow","source_device","sourceLabel","retweetedTweet","inReplyToTweetId","longitude","latitude","hashtags","cashtags","viewCount","vibe"
"98","snscrape.modules.twitter.Tweet","https://twitter.com/wolfdiddles/status/1621419978036502529","2023-02-03 08:07:01+00:00","she’s one of the reasons i stopped shopping with these fast fashion brands 😭 my waist could literally never","she’s one of the reasons i stopped shopping with these fast fashion brands 😭 my waist could literally never",1621419978036502528,1,0,0,0,1621419978036502528,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,536,NA
"99","snscrape.modules.twitter.Tweet","https://twitter.com/BryceRoper/status/1621419496803291136","2023-02-03 08:05:07+00:00","Greenwashing shitty product by saying its “AI run to maximize sustainability” in 2023? 

L + 90% of your clothes are synthetic and polyester + individual orders are shipped SEPARATELY overseas by jet + its just fast fashion","Greenwashing shitty product by saying its “AI run to maximize sustainability” in 2023? 

L + 90% of your clothes are synthetic and polyester + individual orders are shipped SEPARATELY overseas by jet + its just fast fashion",1621419496803291136,0,0,1,0,1621419496803291136,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,115,NA
"100","snscrape.modules.twitter.Tweet","https://twitter.com/Fash_Rev/status/1621418567697563648","2023-02-03 08:01:25+00:00","Keeping clothes in circulation for longer has many environmental benefits ♻️

But clothes swapping is not only a sustainable alternative to fast fashion; it can create spaces for people to connect with one another.

Read more: https://t.co/c9suXYOAGX

#LovedClothesLast","Keeping clothes in circulation for longer has many environmental benefits ♻️

But clothes swapping is not only a sustainable alternative to fast fashion; it can create spaces for people to connect with one another.

Read more: ow.ly/UcG150MxJKr

#LovedClothesLast",1621418567697563648,0,10,14,0,1621418567697563648,"en","https://www.hootsuite.com","nofollow","Hootsuite Inc.","Hootsuite Inc.",NA,NA,NA,NA,"['LovedClothesLast']",NA,635,NA
"101","snscrape.modules.twitter.Tweet","https://twitter.com/MediaVision/status/1621418465105002497","2023-02-03 08:01:01+00:00","Fast fashion brands are currently battling for customers in a very competitive market. Our managing partner, Adam Freeman looks at global brand Shein.

#searchdemand
#searchinsights
#searchagency
#fashionbrands

https://t.co/btkcphrCc1","Fast fashion brands are currently battling for customers in a very competitive market. Our managing partner, Adam Freeman looks at global brand Shein.

#searchdemand
#searchinsights
#searchagency
#fashionbrands

linkedin.com/posts/adamfree…",1.621418465105e+18,0,0,0,0,1.621418465105e+18,"en","https://www.hootsuite.com","nofollow","Hootsuite Inc.","Hootsuite Inc.",NA,NA,NA,NA,"['searchdemand', 'searchinsights', 'searchagency', 'fashionbrands']",NA,16,NA
"102","snscrape.modules.twitter.Tweet","https://twitter.com/ispo/status/1621418286511525890","2023-02-03 08:00:18+00:00","Catwalk instead of après ski. Brands like Off White and Louis Vuitton have made the sportswear look suitable for luxury. No wonder that the fast fashion industry also wants to participate in the outdoor boom: https://t.co/sVIJcIErLb

#ISPO #acceleratingsports  #sportswear","Catwalk instead of après ski. Brands like Off White and Louis Vuitton have made the sportswear look suitable for luxury. No wonder that the fast fashion industry also wants to participate in the outdoor boom: ispo.com/en/sports-busi…

#ISPO #acceleratingsports  #sportswear",1621418286511525888,0,0,0,0,1621418286511525888,"en","https://swat.io/","nofollow","Swat.io","Swat.io",NA,NA,NA,NA,"['ISPO', 'acceleratingsports', 'sportswear']",NA,79,NA
"103","snscrape.modules.twitter.Tweet","https://twitter.com/StyleArms/status/1621418275581091842","2023-02-03 08:00:16+00:00","Organic Seahorse Print Dungaree Shorts - 12 | £23
Move Fast because these are flying out!

Link- https://t.co/jYFatKw4Pv

#stylearms #fashion https://t.co/GnyOuOegrp","Organic Seahorse Print Dungaree Shorts - 12 | £23
Move Fast because these are flying out!

Link- stylearms.com/ft/32821853589

#stylearms #fashion https://t.co/GnyOuOegrp",1621418275581091840,0,0,1,0,1621418275581091840,"en","https://www.stylearms.com/","nofollow","stylearmsapp","stylearmsapp",NA,NA,NA,NA,"['stylearms', 'fashion']",NA,15,NA
"104","snscrape.modules.twitter.Tweet","https://twitter.com/jamieisntgay/status/1621417957753556997","2023-02-03 07:59:00+00:00","article is actually so real. Book buying is like the new fast fashion. I guess I can't say what people can and can't buy but like... How come these people never talk about going to a library, using borrowbox, charity shops, etc. It's just buy, buy, buy huge hauls cheap on Amazon.","article is actually so real. Book buying is like the new fast fashion. I guess I can't say what people can and can't buy but like... How come these people never talk about going to a library, using borrowbox, charity shops, etc. It's just buy, buy, buy huge hauls cheap on Amazon.",1621417957753556736,0,1,9,0,1621417957753556736,"en","http://twitter.com/download/android","nofollow","Android","Twitter for Android",NA,NA,NA,NA,NA,NA,249,NA
"105","snscrape.modules.twitter.Tweet","https://twitter.com/TraumatizedGenY/status/1621411033805099009","2023-02-03 07:31:29+00:00","My love isn’t fast fashion, 
it’s haute couture.","My love isn’t fast fashion, 
it’s haute couture.",1621411033805099008,0,0,0,0,1621411033805099008,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,6,NA
"106","snscrape.modules.twitter.Tweet","https://twitter.com/swolepocketnino/status/1621399986452709379","2023-02-03 06:47:35+00:00","there’s a fast fashion version of tweeting on here i’m escaping the matrix","there’s a fast fashion version of tweeting on here i’m escaping the matrix",1621399986452709120,0,0,1,0,1621399986452709120,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,97,NA
"107","snscrape.modules.twitter.Tweet","https://twitter.com/Miabeauty2022/status/1621398784256376832","2023-02-03 06:42:48+00:00","Looking for the latest popular gift bag &amp; promotional bag options? Check out this #jutebags #shoppingbags #jutetote #giftideas #corporation gift items. 
We offer printings as required and customized logo.
Low MOQ &amp; fast delivery. Send your inquiry now! https://t.co/AAD4vbkJ5g","Looking for the latest popular gift bag &amp; promotional bag options? Check out this #jutebags #shoppingbags #jutetote #giftideas #corporation gift items. 
We offer printings as required and customized logo.
Low MOQ &amp; fast delivery. Send your inquiry now! https://t.co/AAD4vbkJ5g",1621398784256376832,0,0,0,0,1621398784256376832,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,"['jutebags', 'shoppingbags', 'jutetote', 'giftideas', 'corporation']",NA,34,NA
"108","snscrape.modules.twitter.Tweet","https://twitter.com/moomoomeadows22/status/1621395344843055104","2023-02-03 06:29:08+00:00","as someone who grew up lower class the concept of fast fashion has never made sense to me 😭

im still wearing the $1 T-Shirts that my mom bought at la pulga 😭😭😭

on top of that many of them have small (barely noticeable) holes or are damaged due to cleaning products (bleach)","as someone who grew up lower class the concept of fast fashion has never made sense to me 😭

im still wearing the $1 T-Shirts that my mom bought at la pulga 😭😭😭

on top of that many of them have small (barely noticeable) holes or are damaged due to cleaning products (bleach)",1621395344843055360,2,0,6,0,1621395344843055360,"en","http://twitter.com/download/android","nofollow","Android","Twitter for Android",NA,NA,NA,NA,NA,NA,314,NA
"109","snscrape.modules.twitter.Tweet","https://twitter.com/intiiu_my/status/1621391341841432577","2023-02-03 06:13:14+00:00","Say bye to fast fashion! @intiiu_my &amp; @zerowasteearth have teamed up to install a fabric recycling bin. Give your clothes a new life &amp; support single mothers, OKU &amp; B40 communities. Join the fight against textile waste! #GiveYourClothesANewLife #zerowaste https://t.co/i9vlg9JMag https://t.co/ISjyyBG3ng","Say bye to fast fashion! @intiiu_my &amp; @zerowasteearth have teamed up to install a fabric recycling bin. Give your clothes a new life &amp; support single mothers, OKU &amp; B40 communities. Join the fight against textile waste! #GiveYourClothesANewLife #zerowaste newinti.edu.my/inews/index.ph… https://t.co/ISjyyBG3ng",1621391341841432320,0,0,1,0,1621391341841432320,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,"['GiveYourClothesANewLife', 'zerowaste']",NA,10,NA
"110","snscrape.modules.twitter.Tweet","https://twitter.com/444llolita/status/1621386665741930496","2023-02-03 05:54:39+00:00","lowkey wanna go to public school bc 1 fashion show everyday, 2 ill be able to fast everyday, 3 ill be busy till like 3/4 everyday, 4 i can make everyones life a living hell and makeup my whole life to everyone","lowkey wanna go to public school bc 1 fashion show everyday, 2 ill be able to fast everyday, 3 ill be busy till like 3/4 everyday, 4 i can make everyones life a living hell and makeup my whole life to everyone",1621386665741930240,0,0,1,0,1621386665741930240,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,67,NA
"111","snscrape.modules.twitter.Tweet","https://twitter.com/CNBC/status/1621373414043942912","2023-02-03 05:02:00+00:00","Here's how Shein beat fast fashion retailers at their own game. (via @CNBCi) https://t.co/1RfjSZQyRR","Here's how Shein beat fast fashion retailers at their own game. (via @CNBCi) https://t.co/1RfjSZQyRR",1621373414043942656,1,2,15,1,1621373414043942656,"en","https://studio.twitter.com","nofollow","Twitter Media Studio","Twitter Media Studio",NA,NA,NA,NA,NA,NA,13017,NA
"112","snscrape.modules.twitter.Tweet","https://twitter.com/NBH79634045/status/1621373087550771202","2023-02-03 05:00:42+00:00","🤯 You won’t believe this! Black White Ceramic Rings  For Women Fashion Love Promise Rings Engagement... selling at $22.69 🤯
by Nicks Corner Store ⏩ https://t.co/eGwTXsYfYR
🚀 Selling out fast so be quick! 🚀 https://t.co/uLkJ4yaIki","🤯 You won’t believe this! Black White Ceramic Rings  For Women Fashion Love Promise Rings Engagement... selling at $22.69 🤯
by Nicks Corner Store ⏩ shortlink.store/KTBxGKDKcf
🚀 Selling out fast so be quick! 🚀 https://t.co/uLkJ4yaIki",1621373087550771200,0,0,0,0,1621373087550771200,"en","https://www.mykapusta.com/post-studio","nofollow","Post Studio","Post Studio",NA,NA,NA,NA,NA,NA,4,NA
"113","snscrape.modules.twitter.Tweet","https://twitter.com/InRetailAsia/status/1621372995728990210","2023-02-03 05:00:20+00:00","Respective fourth quarter earnings suggest that customers are leaning toward luxury goods over fast fashion. This article discusses the contrasting fortunes of H&amp;M and LVMH. 

#InsideRetail #Retail #retailnews #Fashion #Sales #Crisis #Industry 

https://t.co/AFrlQUaaMm","Respective fourth quarter earnings suggest that customers are leaning toward luxury goods over fast fashion. This article discusses the contrasting fortunes of H&amp;M and LVMH. 

#InsideRetail #Retail #retailnews #Fashion #Sales #Crisis #Industry 

insideretail.asia/2023/02/01/why…",1621372995728990208,0,0,0,0,1621372995728990208,"en","https://www.loomly.com/","nofollow","Loomly","Loomly",NA,NA,NA,NA,"['InsideRetail', 'Retail', 'retailnews', 'Fashion', 'Sales', 'Crisis', 'Industry']",NA,21,NA
"114","snscrape.modules.twitter.Tweet","https://twitter.com/CryptTrash/status/1621370518753480704","2023-02-03 04:50:29+00:00","In high school I had a pair of Jncos so big they covered my rollerblades, which was the style at the time. You’d lean forward and pull them up while you were going fast so you didn’t trip yourself on your massive jeans. Why did fashion change?","In high school I had a pair of Jncos so big they covered my rollerblades, which was the style at the time. You’d lean forward and pull them up while you were going fast so you didn’t trip yourself on your massive jeans. Why did fashion change?",1621370518753480960,1,0,7,0,1621370518753480960,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,189,NA
"115","snscrape.modules.twitter.Tweet","https://twitter.com/laemackenz/status/1621359721851781120","2023-02-03 04:07:35+00:00","Does anyone have tips on best thrift store for 90s fashion finds in #Winnipeg ?

I need to pull together a wardrobe and fast!","Does anyone have tips on best thrift store for 90s fashion finds in #Winnipeg ?

I need to pull together a wardrobe and fast!",1621359721851781120,0,0,0,0,1621359721851781120,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,"['Winnipeg']",NA,74,NA
"116","snscrape.modules.twitter.Tweet","https://twitter.com/arianasierra_/status/1621356158597357568","2023-02-03 03:53:26+00:00","Fashion nova said “What does 1 say shipping and your man have in common? They both come super fast.”

LMFAO WHAT????","Fashion nova said “What does 1 say shipping and your man have in common? They both come super fast.”

LMFAO WHAT????",1621356158597357568,0,0,1,0,1621356158597357568,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,241,NA
"117","snscrape.modules.twitter.Tweet","https://twitter.com/___emilyynicole/status/1621353623878778880","2023-02-03 03:43:21+00:00","Fast fashion is trying to pump these micro-trends out so fast before the tiktok girlies can even tell them it’s not in style anymore 🤣","Fast fashion is trying to pump these micro-trends out so fast before the tiktok girlies can even tell them it’s not in style anymore 🤣",1621353623878778880,1,0,1,0,1621353623878778880,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,79,NA
"118","snscrape.modules.twitter.Tweet","https://twitter.com/gyarakuma/status/1621353288045301761","2023-02-03 03:42:01+00:00","All fast fashions that are ghibli collabs / makoto shinkai look so ugly like they just reuse the same key art and cels over and over... so sick of it","All fast fashions that are ghibli collabs / makoto shinkai look so ugly like they just reuse the same key art and cels over and over... so sick of it",1621353288045301760,1,0,10,0,1621353288045301760,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,NA,NA,294,NA
"119","snscrape.modules.twitter.Tweet","https://twitter.com/cliffordsbrner/status/1621348690676826120","2023-02-03 03:23:45+00:00","am i the only one who only ever get fast fashion recommend to me whenever i’m trying to online shop?","am i the only one who only ever get fast fashion recommend to me whenever i’m trying to online shop?",1621348690676825856,1,0,0,0,1621348690676825856,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,348,NA
"120","snscrape.modules.twitter.Tweet","https://twitter.com/GzfJavo/status/1621348243954356226","2023-02-03 03:21:59+00:00","The digital fashion fam is growing fast... Welcome🖤","The digital fashion fam is growing fast... Welcome🖤",1621348243954356224,1,0,3,0,1621348243954356224,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,NA,NA,96,NA
"121","snscrape.modules.twitter.Tweet","https://twitter.com/seauxheauxy/status/1621345570173472770","2023-02-03 03:11:21+00:00","at least old fast fashion lasted. this new stuff really only be good for one or two wears fr","at least old fast fashion lasted. this new stuff really only be good for one or two wears fr",1621345570173472768,0,0,1,0,1621345570173472768,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,68,NA
"122","snscrape.modules.twitter.Tweet","https://twitter.com/fallstores/status/1621343453383639040","2023-02-03 03:02:57+00:00","🤯 You won’t believe this! The catmother Short-Sleeve Unisex T-Shirt selling at $18.50 🤯
by fallstores ⏩ https://t.co/SvYBnzD0tp
🚀 Selling out fast so be quick! 🚀

#fashion
#women
#men
#beauty
#model
#design
#art
#Valentine 
#fallstores https://t.co/WqllGeOMhO","🤯 You won’t believe this! The catmother Short-Sleeve Unisex T-Shirt selling at $18.50 🤯
by fallstores ⏩ shortlink.store/6J1DMg8CW
🚀 Selling out fast so be quick! 🚀

#fashion
#women
#men
#beauty
#model
#design
#art
#Valentine 
#fallstores https://t.co/WqllGeOMhO",1621343453383639040,0,0,0,0,1621343453383639040,"en","https://www.mykapusta.com/post-studio","nofollow","Post Studio","Post Studio",NA,NA,NA,NA,"['fashion', 'women', 'men', 'beauty', 'model', 'design', 'art', 'Valentine', 'fallstores']",NA,39,NA
"123","snscrape.modules.twitter.Tweet","https://twitter.com/Internewscast1/status/1621342382963785728","2023-02-03 02:58:41+00:00","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” : INTERNEWSCAST

https://t.co/Wj2m9c88s4","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” : INTERNEWSCAST

internewscast.com/business/thred…",1621342382963785728,0,0,0,0,1621342382963785728,"en","http://www.powerapps.com","nofollow","Microsoft Power Platform","Microsoft Power Platform",NA,NA,NA,NA,NA,NA,4,NA
"124","snscrape.modules.twitter.Tweet","https://twitter.com/itsheimar/status/1621342199467200512","2023-02-03 02:57:58+00:00","Fuck capitalism and fast fashion. https://t.co/3dKOMQ3VGW","Fuck capitalism and fast fashion. https://t.co/3dKOMQ3VGW",1621342199467200256,0,0,5,0,1621342199467200256,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,441,NA
"125","snscrape.modules.twitter.Tweet","https://twitter.com/ArkanianLeonard/status/1621340767527510022","2023-02-03 02:52:16+00:00","Aphrodite, they did stick fast by me, my Fashion, of Green silk: some loose after a.","Aphrodite, they did stick fast by me, my Fashion, of Green silk: some loose after a.",1621340767527510016,0,0,0,0,1621340767527510016,"en","https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels","nofollow","ArkanianLeonardo",NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","snscrape.modules.twitter.Tweet","https://twitter.com/fashion_rat_/status/1621339744440401920","2023-02-03 02:48:12+00:00","Marc Jacobs you will always be famous, aside from that one time you used dreads on white models, and the flop fast fashion that is most of the heaven line. 😌","Marc Jacobs you will always be famous, aside from that one time you used dreads on white models, and the flop fast fashion that is most of the heaven line. 😌",1621339744440401920,1,0,3,0,1621339744440401920,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,218,NA
"127","snscrape.modules.twitter.Tweet","https://twitter.com/kenyaethell/status/1621338900886167552","2023-02-03 02:44:51+00:00","i don’t want to design fast fashion. i want my clients to feel comfortable rewearing my designs again","i don’t want to design fast fashion. i want my clients to feel comfortable rewearing my designs again",1621338900886167552,0,0,0,0,1621338900886167552,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,77,NA
"128","snscrape.modules.twitter.Tweet","https://twitter.com/Lucas_Wyrsch/status/1621338321531334656","2023-02-03 02:42:33+00:00","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/XLCfpIfz5v","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” dlvr.it/ShsN9q",1621338321531334656,0,1,0,0,1621338321531334656,"en","https://dlvrit.com/","nofollow","dlvr.it","dlvr.it",NA,NA,NA,NA,NA,NA,39,NA
"129","snscrape.modules.twitter.Tweet","https://twitter.com/mvddm/status/1621337985554984960","2023-02-03 02:41:13+00:00","Haute couture has become ready-to-wear, ready-to-wear has become fast fashion, and fast fashion has become disposable after one wear","Haute couture has become ready-to-wear, ready-to-wear has become fast fashion, and fast fashion has become disposable after one wear",1621337985554984960,0,0,8,0,1621337985554984960,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,994,NA
"130","snscrape.modules.twitter.Tweet","https://twitter.com/Kimchoonim/status/1621335005158064128","2023-02-03 02:29:22+00:00","Not a local store … i’ll be rooting if she stole it from fast fashion brands","Not a local store … i’ll be rooting if she stole it from fast fashion brands",1621335005158064128,0,0,0,0,1621335005158064128,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,17,NA
"131","snscrape.modules.twitter.Tweet","https://twitter.com/hobabobab/status/1621334285218369538","2023-02-03 02:26:31+00:00","WHAT THE ACTUAL FUCK.. IT GOT SOLD OUT SO FAST 😭😭

IDK IF I AM EVEN GETTING IT 😭😭😭","WHAT THE ACTUAL FUCK.. IT GOT SOLD OUT SO FAST 😭😭

IDK IF I AM EVEN GETTING IT 😭😭😭",1621334285218369536,0,0,0,0,1621334285218369536,"en","http://twitter.com/download/android","nofollow","Android","Twitter for Android",NA,NA,NA,NA,NA,NA,37,NA
"132","snscrape.modules.twitter.Tweet","https://twitter.com/lizhouhong/status/1621334166758649856","2023-02-03 02:26:02+00:00","LVMH and H&amp;M earnings show luxury goods can weather more storms than fast fashion https://t.co/BtiVN6x9z5","LVMH and H&amp;M earnings show luxury goods can weather more storms than fast fashion bit.ly/3YfJ4a8",1621334166758649856,0,0,0,0,1621334166758649856,"en","http://dynamicsignal.com/","nofollow","Dynamic Signal","Dynamic Signal",NA,NA,NA,NA,NA,NA,3,NA
"133","snscrape.modules.twitter.Tweet","https://twitter.com/LogoArchitect/status/1621332293976719360","2023-02-03 02:18:36+00:00","VIVIDESIGN Group -  ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/ZpWXPWLHYG  - Call 270-723-3650 https://t.co/d3h72E1S5y","VIVIDESIGN Group -  ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” right.bz/ShsLZy  - Call 270-723-3650 https://t.co/d3h72E1S5y",1621332293976719360,0,1,0,0,1621332293976719360,"en","https://dlvrit.com/","nofollow","dlvr.it","dlvr.it",NA,NA,NA,NA,NA,NA,3,NA
"134","snscrape.modules.twitter.Tweet","https://twitter.com/tellmetimes/status/1621332176632688640","2023-02-03 02:18:08+00:00","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/zqLTEwkw07","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” dlvr.it/ShsLV0",1621332176632688640,0,0,0,0,1621332176632688640,"en","https://dlvrit.com/","nofollow","dlvr.it","dlvr.it",NA,NA,NA,NA,NA,NA,3,NA
"135","snscrape.modules.twitter.Tweet","https://twitter.com/StckPro/status/1621330622252814336","2023-02-03 02:11:57+00:00","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/7BiLhqaIym Get all the latest $TDUP related news here : https://t.co/xqptws2QLB https://t.co/zPjGYbKa69","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” stck.pro/news/TDUP/4180… Get all the latest $TDUP related news here : stck.pro/news/TDUP https://t.co/zPjGYbKa69",1621330622252814336,0,0,0,0,1621330622252814336,"en","https://www.stck.pro","nofollow","STCK.PR0","STCK.PR0",NA,NA,NA,NA,NA,"['TDUP', 'TDUP']",24,NA
"136","snscrape.modules.twitter.Tweet","https://twitter.com/StckPro/status/1621329322823876610","2023-02-03 02:06:48+00:00","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/7BiLhqaIym Get all the latest $TDUP related news here : https://t.co/xqptws2QLB https://t.co/HcmEFxSJMI","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” stck.pro/news/TDUP/4180… Get all the latest $TDUP related news here : stck.pro/news/TDUP https://t.co/HcmEFxSJMI",1621329322823876608,0,0,0,0,1621329322823876608,"en","https://www.stck.pro","nofollow","STCK.PR0","STCK.PR0",NA,NA,NA,NA,NA,"['TDUP', 'TDUP']",20,NA
"137","snscrape.modules.twitter.Tweet","https://twitter.com/doortodoorvalet/status/1621327874622906370","2023-02-03 02:01:02+00:00","Join the movement to avoid fast fashion and make a difference. 💚🌎

https://t.co/8SSAR8PWpy

#GreenEarth #DryCleaning #GarmentCare #DoorToDoorCleaners https://t.co/A7w77Udx4f","Join the movement to avoid fast fashion and make a difference. 💚🌎

ow.ly/WMM750MIyoM

#GreenEarth #DryCleaning #GarmentCare #DoorToDoorCleaners https://t.co/A7w77Udx4f",1621327874622906368,0,0,0,0,1621327874622906368,"en","https://www.hootsuite.com","nofollow","Hootsuite Inc.","Hootsuite Inc.",NA,NA,NA,NA,"['GreenEarth', 'DryCleaning', 'GarmentCare', 'DoorToDoorCleaners']",NA,13,NA
"138","snscrape.modules.twitter.Tweet","https://twitter.com/StckPro/status/1621325983990124545","2023-02-03 01:53:32+00:00","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/7BiLhqaIym Get all the latest $TDUP related news here : https://t.co/xqptws2QLB https://t.co/yyU871PFXv","$TDUP NEW ARTICLE : ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” stck.pro/news/TDUP/4180… Get all the latest $TDUP related news here : stck.pro/news/TDUP https://t.co/yyU871PFXv",1621325983990124544,0,0,1,0,1621325983990124544,"en","https://www.stck.pro","nofollow","STCK.PR0","STCK.PR0",NA,NA,NA,NA,NA,"['TDUP', 'TDUP']",15,NA
"139","snscrape.modules.twitter.Tweet","https://twitter.com/torresss_01/status/1621325233306099715","2023-02-03 01:50:33+00:00","my goal for 2023 is to move on from fast fashion","my goal for 2023 is to move on from fast fashion",1621325233306099456,0,0,0,0,1621325233306099456,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,36,NA
"140","snscrape.modules.twitter.Tweet","https://twitter.com/TechNewsClub/status/1621324441459298304","2023-02-03 01:47:24+00:00","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” $TDUP

Everything you should now 📃 https://t.co/e2SOCMc1iO","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” $TDUP

Everything you should now 📃 forbes.com/sites/sharoned…",1621324441459298560,0,0,0,0,1621324441459298560,"en","https://medium.com/@donutideas","nofollow","donutsaloon","donutsaloon",NA,NA,NA,NA,NA,"['TDUP']",34,NA
"141","snscrape.modules.twitter.Tweet","https://twitter.com/theAutistech/status/1621323260364484610","2023-02-03 01:42:42+00:00","That feeling where you grew up so poor that the brands people criticize as being ""fast fashion"" fit better and last like 8 times longer than anything you ever owned before splurging and spending on that T-Shirt.","That feeling where you grew up so poor that the brands people criticize as being ""fast fashion"" fit better and last like 8 times longer than anything you ever owned before splurging and spending on that T-Shirt.",1621323260364484608,1,0,0,0,1621323260364484608,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,NA,NA,61,NA
"142","snscrape.modules.twitter.Tweet","https://twitter.com/thedextazlab/status/1621322629922623488","2023-02-03 01:40:12+00:00","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” https://t.co/o2CA7Fl9Ki","ThredUP Teams With Nava Rose To Help Users “Dump Fast Fashion” forbes.com/sites/sharoned…",1621322629922623488,0,0,0,0,1621322629922623488,"en","https://bots.thedextazlab.com","nofollow","@thedextazlab","@thedextazlab",NA,NA,NA,NA,NA,NA,3,NA
"143","snscrape.modules.twitter.Tweet","https://twitter.com/afroditeourania/status/1621319895802593280","2023-02-03 01:29:20+00:00","i need the fast fashion depop sellers to be all the way for real","i need the fast fashion depop sellers to be all the way for real",1621319895802593280,0,0,0,0,1621319895802593280,"en","http://twitter.com/download/iphone","nofollow","iPhone","Twitter for iPhone",NA,NA,NA,NA,NA,NA,121,NA
"144","snscrape.modules.twitter.Tweet","https://twitter.com/LucidityInsight/status/1621313063646543874","2023-02-03 01:02:11+00:00","Did you know that by the turn of the twenty-first century, textile-production growth began to outpace global population growth, owing largely to the rise of low-cost manufacturing and #fastfashion retailers?

See full graph: https://t.co/K0HVtKwpPJ https://t.co/vhGzwDmpbW","Did you know that by the turn of the twenty-first century, textile-production growth began to outpace global population growth, owing largely to the rise of low-cost manufacturing and #fastfashion retailers?

See full graph: lucidityinsights.com/infobytes/fibr… https://t.co/vhGzwDmpbW",1621313063646543616,0,0,0,0,1621313063646543616,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,"['fastfashion']",NA,8,NA
"145","snscrape.modules.twitter.Tweet","https://twitter.com/1WhiteFerrari/status/1621312997435084801","2023-02-03 01:01:55+00:00","Idea:

Our Wedding. But, A Fashion Show.✨","Idea:

Our Wedding. But, A Fashion Show.✨",1621312997435084800,0,0,0,0,1621312997435084800,"en","https://mobile.twitter.com","nofollow","Twitter Web App","Twitter Web App",NA,NA,NA,NA,NA,NA,17,NA
